Date,AAPL,ACN,AIG,AMD,BAC,BK,BLK,C,CAT,CMCSA,CME,COP,CSCO,CVX,DAL,EBAY,FCX,FDX,GS,HD,IBM,ICE,INTC,IT,JNJ,LMT,MA,MCD,MS,MSCI,MSFT,NDAQ,NFLX,NKE,ORCL,PEP,PFE,QCOM,SBUX,STT,TGT,UPS,V,VZ,WBA,XOM
2012-04-15,81.854286,63.400002,32.060001,7.76,8.36,22.85,190.399994,33.889998999999996,107.730003,14.725,54.610001000000004,55.557632,19.91,102.519997,10.75,16.957071,37.57,89.66999799999999,112.440002,51.459998999999996,199.600006,25.677999,27.6,43.16,63.709998999999996,90.839996,44.043999,95.940002,17.48,35.419998,32.419998,25.040001,15.158570999999998,27.692498999999998,28.879998999999998,66.629997,22.559998999999998,62.25,29.58,45.119999,57.279999,80.269997,30.252501000000002,38.73,35.93,85.300003
2012-04-22,86.14286,65.019997,34.459998999999996,7.33,8.25,23.84,192.5,33.5,104.559998,15.14,53.675999,54.871548,19.98,106.199997,10.82,17.352694,38.130001,88.239998,114.410004,51.950001,206.809998,26.534,28.379998999999998,43.459998999999996,64.839996,91.300003,45.757999,97.379997,16.950001,36.830002,31.98,25.139999,11.962857000000001,27.66,29.24,66.099998,23.08,64.18,28.715,46.32,58.259997999999996,78.440002,30.879998999999998,40.23,35.669998,86.08000200000001
2012-04-29,80.75,62.610001000000004,32.830002,7.18,7.74,23.07,183.169998,31.6,98.440002,14.725,51.633998999999996,53.169998,19.120001000000002,103.720001,11.0,16.599327,36.400002,89.300003,108.989998,51.959998999999996,204.990005,25.458,27.9,43.759997999999996,64.739998,87.83000200000001,43.969002,95.870003,16.0,35.02,30.98,23.67,10.448571000000001,27.952499,28.41,65.900002,22.379998999999998,61.91,27.780001000000002,45.189999,55.650002,77.730003,29.4475,40.259997999999996,33.650002,84.57
2012-05-06,80.958572,58.610001000000004,31.75,6.78,7.55,22.09,179.770004,29.35,95.5,14.69,52.588001,53.5,16.51,102.690002,11.37,17.146465,34.740002000000004,87.800003,102.129997,50.34,201.169998,24.796,27.629998999999998,43.02,64.339996,85.209999,42.240002000000004,91.900002,14.95,33.880001,31.16,23.360001,11.054286,27.065001000000002,27.0,66.800003,22.65,61.860001000000004,27.504998999999998,43.57,55.43,76.43,29.48,41.16,33.240002000000004,83.099998
2012-05-13,75.76857,57.650002,28.33,6.01,7.02,20.24,171.91000400000001,26.01,88.68,14.14,51.599998,50.82,16.469998999999998,98.459999,10.14,16.144781,31.809998999999998,85.07,95.489998,47.049999,195.880005,24.718,26.07,41.240002000000004,63.349998,82.779999,39.456001,89.849998,13.35,32.799999,29.27,21.99,9.994286,26.360001,25.610001,68.120003,22.57,55.98,25.764999,41.099998,55.459998999999996,74.029999,28.16,41.529999,31.309998999999998,81.470001
2012-05-20,80.327141,57.439999,28.99,6.22,7.15,20.639999,171.360001,26.469998999999998,89.940002,14.425,52.504002,52.110001000000004,16.33,98.860001,11.37,16.982323,32.41,89.279999,96.699997,49.439999,194.300003,25.098,25.74,41.200001,62.509997999999996,82.709999,41.396,91.050003,13.25,34.099998,29.059998999999998,22.059998999999998,10.031428,27.1975,26.139999,68.639999,22.129998999999998,57.32,27.280001000000002,41.779999,57.619999,74.940002,29.842501000000002,41.450001,31.360001,82.08000200000001
2012-05-27,80.141426,55.279999,27.209999,5.73,7.02,19.65,166.570007,25.389999,85.519997,14.315,51.402,51.189999,15.96,96.410004,11.51,16.338385,32.07,85.25,92.639999,47.959998999999996,189.080002,23.694,25.139999,39.779999,61.779999,81.220001,39.178001,86.709999,12.73,33.380001,28.450001,21.379998999999998,8.992857,26.15,26.0,67.510002,21.639999,55.119999,26.075001,39.880001,57.200001,73.25,28.0625,41.029999,29.93,77.91999799999999
2012-06-03,82.902855,58.529999,30.48,5.91,7.56,20.5,173.91000400000001,27.77,87.599998,15.135,54.310001,53.970001,16.73,100.839996,10.38,17.276936,33.830002,87.57,94.540001,52.349998,195.139999,25.577999,26.41,42.169998,62.98,83.290001,41.654999,87.75,13.71,33.23,29.65,22.120001000000002,9.377142999999998,27.16,27.16,68.309998,22.139999,58.759997999999996,26.795,42.16,59.200001,76.629997,29.145,42.439999,31.16,80.839996
2012-06-10,82.01857,59.080002,31.48,5.87,7.9,21.09,176.729996,28.309998999999998,86.93,15.545,55.582001,55.459998999999996,17.1,104.33000200000001,10.26,17.117002,34.34,87.629997,95.660004,51.869999,199.100006,26.959999,27.34,43.02,66.010002,83.449997,42.668999,90.5,14.3,32.150002,30.02,21.48,9.398571,25.4375,27.700001,69.480003,22.610001,56.5,26.27,43.849998,58.5,77.529999,29.6,43.549999,31.799999,83.220001
2012-06-17,83.157143,57.560001,31.440001000000002,5.73,7.94,21.200001,172.0,27.99,84.959999,15.415,54.456001,53.41,17.129998999999998,100.440002,11.04,18.013468,32.299999,90.540001,93.629997,52.02,193.699997,26.636,26.940001000000002,43.049999,66.629997,85.349998,43.507999,88.349998,14.14,32.650002,30.700001,21.77,9.694285,24.85,28.0,68.699997,22.73,55.639998999999996,27.32,43.91,57.560001,77.709999,31.237499,43.950001,29.57,82.110001
2012-06-24,83.428574,60.09,32.09,5.73,8.18,21.950001,169.820007,27.41,84.910004,15.985,53.622002,55.880001,17.17,105.5,10.95,17.680977,34.07,91.610001,95.860001,52.990002000000004,195.580002,27.195999,26.65,43.049999,67.559998,87.08000200000001,43.011002000000005,88.529999,14.59,34.02,30.59,22.67,9.784286,21.945,29.700001,70.660004,23.0,55.68,26.66,44.639998999999996,58.189999,78.760002,30.907498999999998,44.439999,29.58,85.57
2012-07-01,86.554283,58.439999,31.57,5.75,7.66,21.790001,171.279999,26.360001,84.610001,15.68,52.702,54.75,16.77,105.07,11.0,17.007576,35.009997999999996,91.279999,95.470001,52.150002,191.41000400000001,26.66,26.16,45.799999,67.639999,86.860001,44.162997999999995,89.660004,14.14,34.27,30.190001000000002,22.219998999999998,11.698571000000001,22.844998999999998,29.18,70.220001,22.540001,55.310001,25.985001,44.040001000000004,58.07,79.370003,31.32,44.419998,29.620001000000002,84.800003
2012-07-08,86.424286,58.060001,31.440001000000002,4.9,7.82,21.77,175.779999,26.65,82.07,15.935,52.632,54.98,16.309998999999998,106.010002,10.82,16.813972,33.23,92.349998,97.43,52.09,186.009995,27.444,25.25,45.709998999999996,68.610001,87.25,42.959998999999996,92.290001,14.05,33.990002000000004,29.389999,22.559998999999998,12.128572,23.4925,29.58,70.410004,22.809998999999998,54.98,26.805,44.110001000000004,61.950001,79.440002,31.022499,45.209998999999996,30.58,85.470001
2012-07-15,86.328575,59.0,31.030001000000002,4.22,7.07,20.77,173.309998,25.870001000000002,80.949997,16.09,51.400002,55.990002000000004,16.360001,109.190002,9.94,18.876263,33.77,90.08000200000001,94.160004,50.700001,192.449997,26.218,25.52,45.060001,68.629997,87.709999,42.314999,91.58000200000001,12.78,33.790001000000004,30.120001000000002,22.370001000000002,11.688571000000001,23.27,30.120001000000002,69.959999,23.700001,57.68,25.98,40.080002,61.369999,78.449997,31.4375,44.490002000000004,34.599998,85.949997
2012-07-22,83.594284,60.43,31.57,4.09,7.31,21.389999,170.669998,27.299999,86.160004,16.145,52.509997999999996,54.970001,15.69,109.260002,9.42,19.031986,33.470001,90.889999,101.639999,53.709998999999996,196.389999,26.85,26.02,44.369999,69.519997,90.199997,43.674999,89.190002,13.49,33.470001,29.76,23.25,8.417143,24.2575,30.77,72.260002,23.83,59.34,23.735001,40.369999,61.52,76.0,32.285,44.900002,35.720001,87.449997
2012-07-29,87.957146,60.349998,31.34,4.09,7.43,21.75,173.190002,27.4,85.019997,17.305,50.93,55.709998999999996,16.35,111.120003,9.29,18.728956,33.5,89.82,100.980003,52.290001000000004,198.520004,26.450001,26.23,46.84,69.120003,89.389999,42.412997999999995,89.589996,13.78,33.290001000000004,29.75,22.959999,7.701428,23.6425,30.719998999999998,72.870003,24.280001000000002,60.240002000000004,21.955,40.700001,62.360001000000004,75.760002,32.744999,44.459998999999996,35.799999,87.550003
2012-08-05,88.814285,61.630001,32.599998,4.34,7.74,22.25,174.41000400000001,28.9,88.940002,17.365,53.59,57.279999,17.540001,113.550003,9.06,18.514309,36.310001,87.800003,103.019997,53.060001,199.28999299999998,26.652,26.879998999999998,48.5,68.639999,91.029999,42.603001,88.199997,14.61,35.299999,30.42,23.360001,8.557143,23.625,31.610001,72.129997,23.940001000000002,61.98,22.785,41.849998,62.84,76.300003,32.272498999999996,44.599998,36.169998,88.440002
2012-08-12,92.58714300000001,61.080002,34.799999,4.1,8.0,22.73,178.78999299999998,29.030001000000002,90.010002,17.01,54.110001000000004,57.389998999999996,19.059998999999998,112.660004,9.13,19.726430999999998,35.34,90.0,103.599998,56.73,201.220001,27.068001000000002,26.33,48.759997999999996,67.800003,92.400002,42.681,87.360001,14.59,35.860001000000004,30.9,23.59,9.098572,24.065001000000002,32.200001,73.389999,23.790001,63.290001000000004,24.110001,41.91,64.139999,76.489998,32.172501000000004,44.060001,35.84,88.400002
2012-08-19,94.745712,61.529999,34.470001,3.94,8.16,22.43,178.270004,29.83,87.470001,16.975,53.669998,56.360001000000004,19.200001,112.010002,9.11,19.823233,36.130001,89.07,104.959999,56.959998999999996,197.770004,27.42,24.91,48.75,67.599998,92.449997,42.244999,88.91999799999999,14.56,35.43,30.559998999999998,22.77,9.022857,24.215,31.950001,73.059998,24.01,62.43,24.35,41.439999,63.689999,75.720001,31.665001,43.169998,35.650002,88.050003
2012-08-26,95.034286,61.599998,34.330002,3.72,7.99,22.540001,176.369995,29.709999,85.33000200000001,16.764999,54.900002,56.790001000000004,19.08,112.160004,8.65,19.978956,36.110001000000004,87.629997,105.720001,56.75,194.850006,27.34,24.83,49.389998999999996,67.43,91.139999,42.290001000000004,89.489998,15.0,35.080002,30.82,22.870001000000002,8.531428,24.34,31.65,72.43,23.860001,61.459998999999996,24.805,41.599998,64.089996,73.809998,32.0625,42.939999,35.759997999999996,87.300003
2012-09-02,97.205711,64.440002,33.990002000000004,3.45,8.8,22.92,182.020004,32.07,88.099998,17.23,58.400002,56.639998999999996,19.559998999999998,114.0,9.28,20.723906,39.43,87.379997,116.33000200000001,57.259997999999996,199.5,27.426001,24.190001000000002,48.919998,67.879997,92.18,43.619999,91.019997,17.08,36.689999,30.950001,23.73,8.094286,24.8225,32.599998,72.099998,24.24,61.93,25.584999,43.0,64.0,72.599998,32.427502000000004,43.720001,34.939999,89.91999799999999
2012-09-09,98.754288,65.889999,35.02,3.9,9.55,23.620001000000002,183.0,34.790001000000004,93.16999799999999,17.65,58.889998999999996,58.209998999999996,19.49,117.25,9.27,21.031145000000002,42.639998999999996,90.150002,121.360001,59.459998999999996,206.809998,28.018,23.370001000000002,49.919998,68.470001,92.519997,45.417999,91.699997,18.24,36.73,31.209999,24.469998999999998,8.645715,24.16,32.950001,70.459999,23.799999,64.879997,25.23,43.919998,64.66999799999999,73.68,33.5625,44.529999,36.02,92.300003
2012-09-16,100.012856,65.25,33.630001,3.6,9.11,23.299999,183.0,33.669998,91.720001,18.110001,57.990002000000004,57.360001000000004,18.9,117.800003,9.07,20.820707000000002,40.650002,84.389999,116.720001,59.419998,205.979996,27.514,23.129998999999998,47.619999,69.059998,91.290001,45.952,93.709999,17.08,36.040001000000004,31.190001000000002,23.790001,8.255714,24.129998999999998,32.470001,70.550003,24.52,64.269997,25.535,43.709998999999996,65.440002,71.879997,33.75,45.639998999999996,35.110001000000004,91.91999799999999
2012-09-23,95.300003,70.029999,32.790001000000004,3.37,8.83,22.620001000000002,178.300003,32.720001,86.040001,17.870001000000002,57.290001000000004,57.18,19.1,116.559998,9.16,20.357744,39.580002,84.620003,113.68,60.369999,207.449997,26.681998999999998,22.66,46.09,68.910004,93.379997,45.147999,91.75,16.74,35.790001000000004,29.76,23.290001,7.777143,23.727501,31.459999,70.769997,24.85,62.470001,25.355,41.959998999999996,63.470001,71.57,33.57,45.57,36.439999,91.449997
2012-09-30,93.227142,70.739998,35.23,3.22,9.32,23.42,187.389999,34.77,85.43,18.27,57.52,57.580002,18.860001,117.5,10.28,20.50926,40.509997999999996,86.470001,119.309998,63.200001,210.58999599999999,26.200001,22.68,46.759997999999996,69.650002,94.370003,47.527,91.0,17.5,26.860001,29.85,23.59,9.508572000000001,23.805,31.389999,71.099998,25.52,62.639998999999996,24.370001000000002,41.990002000000004,64.18,73.099998,35.064999,47.049999,36.130001,92.550003
2012-10-07,89.958572,69.41999799999999,35.459998999999996,2.74,9.12,22.84,184.309998,34.75,82.82,17.889999,56.369999,56.169998,18.41,112.07,10.02,20.138889000000002,40.139998999999996,90.400002,120.199997,59.560001,207.800003,25.948,21.48,46.759997999999996,67.970001,92.959999,47.335999,92.510002,17.309998999999998,25.93,29.200001,23.26,9.19,23.605,31.0,70.050003,25.120001000000002,58.889998999999996,23.59,41.380001,61.52,72.110001,34.779999,44.619999,35.939999,91.029999
2012-10-14,87.120003,67.75,35.700001,2.18,9.44,24.68,188.940002,37.16,83.860001,18.475,56.5,57.450001,18.040001,113.379997,10.0,21.031145000000002,41.18,92.110001,123.620003,61.889998999999996,193.360001,26.040001,21.27,45.630001,71.860001,92.889999,47.006001,88.720001,17.530001000000002,27.02,28.639999,24.27,9.282857,24.112499,30.48,69.879997,25.76,58.75,22.844998999999998,44.66,62.23,72.300003,34.9925,45.16,35.790001000000004,92.150002
2012-10-21,86.285713,67.110001,34.720001,2.07,9.12,24.370001000000002,186.990005,36.599998,84.25,18.780001000000002,55.419998,57.310001,17.290001,111.18,9.64,20.837542000000003,39.07,90.690002,119.440002,60.040001000000004,193.270004,26.238001,21.950001,45.529999,70.900002,92.839996,45.298,86.709999,17.040001,27.540001,28.209999,23.77,9.94,22.7875,30.99,68.980003,25.43,59.040001000000004,22.934998999999998,44.380001,63.919998,73.019997,34.577498999999996,44.73,35.189999,90.620003
2012-10-28,82.400002,67.910004,32.68,2.1,9.85,24.530001000000002,189.520004,37.599998,85.790001,18.805,55.709998999999996,57.650002,17.35,108.370003,9.7,20.492424,39.259997999999996,92.639999,123.25,62.02,193.429993,25.966,22.059998999999998,43.75,70.900002,93.720001,46.945,86.860001,17.780001000000002,26.879998999999998,29.5,24.02,10.985714,23.635,31.209999,69.050003,24.549999,59.299999,25.42,44.720001,62.709998999999996,73.480003,35.849998,44.52,34.889998999999996,90.269997
2012-11-04,78.15142800000001,65.809998,32.169998,2.03,9.43,24.110001,186.830002,35.93,84.949997,18.059998999999998,54.310001,55.669998,16.82,105.839996,10.19,20.088385,38.349998,89.730003,116.150002,60.959998999999996,189.639999,26.059998999999998,20.799999,45.290001000000004,69.870003,89.980003,46.466,84.739998,16.610001,26.209999,28.83,23.59,11.128572,23.077499,30.35,68.849998,24.17,61.619999,25.48,44.310001,62.02,72.25,35.732498,42.639998999999996,32.66,87.209999
2012-11-11,75.382858,66.190002,31.799999,1.86,9.12,23.639999,186.990005,34.98,81.93,17.725,54.240002000000004,55.029999,17.99,102.400002,9.33,19.890572,36.790001000000004,86.129997,115.839996,62.119999,186.940002,25.52,20.190001000000002,45.52,69.190002,88.459999,46.459,84.120003,16.18,25.82,26.52,22.950001,11.557143,23.147499,30.0,68.309998,23.860001,61.93,24.379998999999998,44.209998999999996,62.5,70.019997,35.677502000000004,41.400002,32.16,86.449997
2012-11-18,81.64286,68.18,32.830002,1.95,9.9,24.43,195.53999299999998,36.029999,84.160004,18.455,54.639998999999996,56.669998,18.84,105.470001,9.84,20.627104,38.880001,87.730003,120.309998,64.82,193.490005,26.238001,19.719998999999998,47.34,69.559998,91.83000200000001,48.124001,87.050003,16.43,26.75,27.700001,23.780001000000002,11.85,24.1875,30.92,70.190002,24.530001000000002,63.130001,25.594998999999998,45.779999,64.480003,71.980003,37.029999,43.759997999999996,33.09,89.089996
2012-11-25,83.611427,67.91999799999999,33.130001,2.2,9.86,23.940001000000002,197.03999299999998,34.57,85.239998,18.6,55.27,56.939999,18.91,105.690002,10.0,22.23064,39.009997999999996,89.529999,117.790001,65.07,190.070007,26.43,19.57,47.880001,69.730003,93.300003,48.868,87.040001,16.870001000000002,29.0,26.620001000000002,24.23,11.672857,24.370001000000002,32.18,70.209999,25.02,63.619999,25.934998999999998,44.439999,63.130001,73.110001,37.427502000000004,44.119999,33.91,88.139999
2012-12-02,76.178574,69.480003,34.130001,2.36,10.64,24.219998999999998,194.759995,37.639998999999996,86.989998,18.514999,54.959998999999996,57.939999,19.34,106.989998,10.11,21.776094,31.700001,89.360001,116.57,64.449997,191.949997,26.143998999999997,20.16,46.689999,70.449997,91.900002,47.609001,88.480003,16.969998999999998,29.780001000000002,26.459999,23.709999,12.282857,24.647499,31.92,70.260002,25.559998999999998,63.860001000000004,26.82,45.150002,62.279999,73.16999799999999,37.137501,44.41,36.099998,88.599998
2012-12-09,72.827141,70.209999,33.939999,2.39,10.58,24.719998999999998,201.529999,37.599998,89.0,18.27,51.23,57.689999,19.860001,107.82,11.22,21.195286,33.779999,90.089996,119.360001,62.060001,191.759995,25.58,20.530001000000002,46.380001,70.690002,88.959999,48.23,88.879997,18.049999,30.16,26.809998999999998,24.200001,13.328570999999998,24.227501,31.959999,70.160004,25.18,59.830002,26.68,45.450001,60.5,72.849998,36.705002,44.209998999999996,36.759997999999996,88.08000200000001
2012-12-16,74.190002,67.41999799999999,34.740002000000004,2.59,11.29,25.799999,206.75,39.490002000000004,87.900002,18.615,50.740002000000004,58.610001000000004,19.959999,109.709999,11.86,21.611954,33.580002,92.739998,128.440002,61.32,193.419998,25.25,20.77,45.73,70.269997,93.129997,49.356998,90.18,18.92,31.08,27.450001,25.49,13.048572,26.275,33.759997999999996,69.629997,25.08,61.610001000000004,26.799999,46.41,59.599998,74.839996,37.692501,43.57,36.310001,87.230003
2012-12-23,72.798569,65.660004,34.580002,2.28,11.36,25.42,204.509995,39.009997999999996,86.809998,18.27,50.119999,57.07,19.450001,106.449997,11.5,20.963804,33.139998999999996,90.389999,125.519997,60.650002,189.830002,24.732,20.23,45.349998,69.480003,91.339996,48.307999,87.58000200000001,18.620001000000002,30.82,26.549999,24.889999,12.761429,25.495001000000002,33.02,68.019997,24.889999,60.639998999999996,26.32,46.049999,58.57,72.83000200000001,37.162498,42.900002,36.540001000000004,85.099998
2012-12-30,75.285713,69.190002,36.299999,2.59,12.11,27.290001,218.02999900000003,42.43,94.91999799999999,19.035,53.77,59.830002,20.48,110.5,12.98,22.213804,35.490002000000004,94.910004,134.509995,63.18,193.990005,25.92,21.16,48.700001,71.550003,93.900002,51.098,89.849998,20.190001000000002,31.85,26.74,26.48,13.711429,26.440001000000002,34.610001000000004,69.459999,25.959999,63.5,27.844998999999998,49.389998999999996,60.580002,76.57,39.192501,44.299999,37.18,88.959999
2013-01-06,74.328575,69.879997,35.23,2.67,11.63,26.780001000000002,221.00999500000003,42.34,95.190002,19.23,54.02,58.27,20.48,111.730003,13.35,22.601009,35.0,97.400002,137.130005,63.700001,194.449997,25.872,22.0,49.91,72.349998,93.709999,52.868,91.730003,20.17,31.969998999999998,26.83,26.58,14.47,26.549999,34.860001000000004,70.879997,26.52,64.900002,27.504998999999998,50.580002,60.07,77.91999799999999,40.290001000000004,43.299999,39.099998,89.610001
2013-01-13,71.428574,70.110001,35.09,2.46,11.14,26.530001000000002,233.92999300000002,41.66,97.620003,20.135,55.5,59.27,21.02,115.239998,13.61,22.815657,33.639998999999996,99.82,144.449997,65.470001,194.470001,26.666,21.25,49.970001,73.230003,93.970001,52.099998,92.260002,22.379998999999998,32.09,27.25,27.129998999999998,14.167143,26.645,35.110001000000004,72.480003,26.540001,64.68,27.405001000000002,53.360001000000004,61.529999,80.25,39.567501,42.540001000000004,39.209998999999996,90.800003
