Date,AAPL,ACN,AIG,AMD,BAC,BK,BLK,C,CAT,CMCSA,CME,COP,CSCO,CVX,DAL,EBAY,FCX,FDX,GS,HD,IBM,ICE,INTC,IT,JNJ,LMT,MA,MCD,MS,MSCI,MSFT,NDAQ,NFLX,NKE,ORCL,PEP,PFE,QCOM,SBUX,STT,TGT,UPS,V,VZ,WBA,XOM
2013-12-22,80.012856,82.510002,51.18,3.78,15.67,34.5,316.380005,52.259997999999996,90.870003,25.895,78.910004,70.389999,22.02,125.230003,27.030001000000002,22.80303,37.5,143.429993,176.350006,81.639999,185.080002,44.948002,25.6,70.230003,92.349998,148.130005,82.787003,96.910004,31.059998999999998,43.470001,37.290001000000004,39.919998,52.5,39.080002,37.98,82.709999,30.639999,73.800003,39.285,72.959999,62.150002,104.720001,54.9175,49.169998,57.43,101.510002
2013-12-29,77.28286,81.400002,50.919998,4.0,16.41,34.959998999999996,314.170013,53.400002,89.82,25.535,79.199997,69.959999,21.98,124.349998,29.23,22.415825,37.32,140.050003,178.149994,81.889999,186.639999,45.175999,25.780001000000002,69.739998,91.849998,147.059998,83.081001,96.540001,31.51,43.169998,36.91,39.779999,51.871429,39.014998999999996,37.619999,82.239998,30.52,72.889999,38.474998,74.699997,63.490002000000004,103.089996,55.290001000000004,48.419998,56.82,99.510002
2014-01-05,76.13428499999999,83.199997,52.220001,4.17,16.77,34.23,314.940002,54.720001,90.510002,26.77,76.489998,68.870003,22.219998999999998,121.010002,31.469998999999998,21.952862,36.169998,142.630005,178.389999,82.010002,187.259995,45.066002000000005,25.530001000000002,69.870003,94.739998,149.449997,83.475998,95.800003,31.299999,43.779999,36.040001000000004,39.919998,47.448570000000004,38.459998999999996,38.110001000000004,83.5,30.690001000000002,73.870003,38.834998999999996,74.879997,62.619999,102.519997,55.282501,47.75,60.360001000000004,100.519997
2014-01-12,77.238571,84.43,50.889998999999996,4.18,17.01,32.700001,316.72000099999997,52.27,91.440002,26.77,75.489998,67.510002,22.74,119.290001,31.07,22.390572,36.189999,140.509995,176.279999,81.0,190.08999599999999,41.374001,25.85,69.339996,95.059998,153.820007,81.842003,94.93,33.400002,44.220001,36.380001,39.720001,47.148571000000004,36.695,38.209998999999996,82.199997,31.09,74.730003,37.450001,73.5,60.240002000000004,99.910004,58.044998,48.349998,59.16,99.160004
2014-01-19,78.010002,81.18,47.860001000000004,3.47,16.450001,32.34,303.109985,49.330002,86.16999799999999,26.200001,74.41999799999999,66.57,22.200001,116.290001,31.110001,22.882998,32.77,134.580002,167.639999,79.160004,179.639999,40.872002,24.809998999999998,68.190002,90.610001,147.759995,78.510002,94.43,30.450001,42.970001,36.810001,37.599998,55.154284999999994,35.825001,37.110001000000004,81.43,30.09,74.08000200000001,37.490002000000004,69.519997,57.720001,96.33000200000001,55.3125,47.630001,57.23,94.849998
2014-01-26,71.514282,79.879997,47.959998999999996,3.43,16.75,31.959999,300.47000099999997,47.43,93.910004,27.225,74.760002,64.949997,21.91,111.629997,30.610001,22.390572,32.41,133.320007,164.119995,76.849998,176.679993,41.757999,24.540001,70.33000200000001,88.470001,150.91000400000001,75.68,94.16999799999999,29.51,42.720001,37.84,38.150002,58.475716000000006,36.424999,36.900002,80.360001,30.4,74.220001,35.560001,66.949997,56.639998999999996,95.230003,53.857498,48.02,57.349998,92.160004
2014-02-02,74.239998,80.58000200000001,49.009997999999996,3.47,16.82,31.790001,299.869995,49.34,94.870003,27.32,75.690002,64.970001,22.67,112.050003,31.65,22.97559,32.349998,131.759995,161.929993,76.449997,177.25,43.105999,24.209999,65.33000200000001,90.040001,155.130005,76.309998,95.91999799999999,29.690001000000002,40.279999,36.560001,37.540001000000004,61.425713,36.345001,37.189999,80.220001,31.219998999999998,74.410004,37.02,68.230003,56.330002,95.370003,55.445,46.810001,60.959998999999996,90.58000200000001
2014-02-09,77.71285999999999,82.110001,48.98,3.69,16.700001,31.790001,303.02999900000003,49.52,96.550003,26.85,77.110001,65.529999,22.559998999999998,113.480003,31.34,23.051348,33.75,133.919998,163.720001,77.93,183.690002,42.970001,24.76,66.639999,92.760002,162.889999,77.389999,95.779999,29.690001000000002,42.740002000000004,37.619999,38.720001,62.215714,37.535,37.98,78.089996,31.940001000000002,76.279999,37.514998999999996,68.809998,56.060001,97.239998,56.5,46.509997999999996,64.779999,94.110001
2014-02-16,75.035713,83.800003,48.98,3.69,16.290001,31.35,299.0,48.259997999999996,97.5,25.525,73.709999,64.68,22.129998999999998,112.68,31.76,22.97559,33.360001000000004,134.899994,164.5,77.739998,182.78999299999998,42.582001,24.42,66.540001,91.519997,164.330002,75.699997,96.449997,29.620001000000002,44.529999,37.98,38.93,61.74714300000001,38.240002000000004,38.099998,78.220001,31.459999,75.610001,36.279999,68.519997,56.240002000000004,96.110001,55.84,47.27,66.32,95.029999
2014-02-23,75.177139,83.349998,49.77,3.71,16.530001000000002,32.0,304.839996,48.630001,96.970001,25.844998999999998,73.82,66.5,21.799999,115.33000200000001,33.209998999999996,24.734848,32.619999,133.330002,166.449997,82.029999,185.169998,41.768002,24.76,69.559998,92.120003,162.300003,77.720001,95.150002,30.799999,43.709998999999996,38.310001,38.389998999999996,63.66143,39.150002,39.110001000000004,80.07,32.110001000000004,75.290001,35.48,65.66999799999999,62.540001000000004,95.769997,56.485001000000004,47.580002,67.949997,96.269997
2014-03-02,75.77714499999999,83.93,51.25,3.95,17.33,33.509997999999996,310.790009,49.619999,97.050003,25.815001000000002,76.970001,66.510002,21.73,115.08000200000001,35.360001000000004,24.856903,32.189999,137.429993,174.259995,82.550003,187.679993,42.528,24.639999,73.0,93.32,166.570007,77.940002,95.5,32.209998999999996,45.75,37.900002,40.790001000000004,64.052856,39.73,38.830002,81.559998,32.43,76.790001,36.535,68.139999,60.75,98.220001,56.389998999999996,47.150002,67.209999,94.989998
2014-03-09,74.955711,81.379997,48.59,3.85,16.799999,33.130001,295.709991,46.880001,95.389999,25.32,75.360001,66.599998,21.35,114.099998,34.119999,23.880472,31.059998999999998,136.759995,165.350006,79.379997,182.21000700000002,40.986,24.5,72.120003,92.809998,162.419998,76.339996,97.58000200000001,31.1,45.209998999999996,37.700001,39.330002,60.64143000000001,39.16,37.599998,81.0,31.23,74.739998,37.134997999999996,64.730003,59.360001000000004,96.269997,55.192501,46.080002,67.07,93.470001
2014-03-16,76.12428299999999,82.83000200000001,50.02,4.04,17.559998999999998,35.25,301.859985,50.080002,97.389999,25.0,77.449997,67.480003,21.639999,115.629997,32.73,23.973064,32.310001,136.78999299999998,166.949997,80.41999799999999,186.669998,40.77,25.17,72.699997,95.93,157.399994,75.989998,95.470001,32.599998,45.32,40.16,37.540001000000004,57.998573,37.605,37.5,82.139999,32.18,78.190002,38.355,68.809998,59.450001,96.860001,55.842499,46.91,64.75,94.309998
2014-03-23,76.694283,78.809998,49.880001,3.88,16.98,35.099998,310.890015,47.25,99.389999,24.780001000000002,73.83000200000001,70.349998,22.33,118.5,33.529999,23.228115,32.860001000000004,132.009995,162.300003,78.720001,190.449997,39.234001,25.620001000000002,67.059998,97.440002,160.53999299999998,73.220001,97.239998,30.91,42.110001000000004,40.299999,36.720001,51.267143,36.77,39.57,82.949997,31.879998999999998,79.279999,36.849998,68.989998,59.98,97.339996,53.022498999999996,47.419998,65.360001,97.699997
2014-03-30,75.974289,78.139999,50.549999,4.01,16.719998999999998,34.599998,308.920013,47.110001000000004,102.16999799999999,25.09,70.599998,70.220001,22.709999,118.800003,34.610001000000004,22.727272,33.32,134.350006,163.240005,78.720001,191.770004,39.310001,26.16,67.849998,98.41999799999999,159.610001,72.18,97.870003,30.370001000000002,43.07,39.869999,36.299999,48.187141,36.419998,39.98,82.589996,32.16,78.529999,35.775002,68.25,61.139998999999996,98.099998,51.924999,48.040001000000004,66.050003,97.360001
2014-04-06,74.230003,77.089996,49.400002,3.65,15.77,33.119999,293.709991,45.68,101.449997,23.98,66.949997,70.870003,22.459999,117.029999,32.52,22.5,32.560001,131.229996,152.720001,75.699997,195.190002,37.826,26.18,65.730003,96.870003,153.820007,68.68,99.290001,28.469998999999998,41.720001,39.209998999999996,34.77,46.672855,35.625,38.98,83.150002,29.860001,78.010002,34.365002000000004,63.759997999999996,58.900002,96.269997,49.157501,47.07,64.260002,96.720001
2014-04-13,74.99143199999999,78.900002,50.82,3.69,16.15,33.759997999999996,308.380005,48.220001,102.83000200000001,24.549999,69.300003,74.769997,23.209999,123.68,33.759997999999996,23.135521,33.009997999999996,135.550003,157.440002,77.089996,190.009995,39.653999,27.040001,67.57,98.959999,160.25,74.129997,100.25,30.76,42.169998,40.009997999999996,35.009997999999996,49.39143,37.014998999999996,40.080002,85.550003,30.25,81.32,35.075001,65.529999,60.0,98.0,51.987499,47.599998,66.75,100.41999799999999
2014-04-20,81.705711,78.43,51.610001000000004,4.05,15.95,33.599998,300.450012,47.75,104.690002,25.485001,70.389999,74.400002,23.0,123.989998,36.07,22.609428,34.009997999999996,134.21000700000002,158.240005,79.379997,189.630005,40.490002000000004,26.26,66.150002,99.790001,161.08999599999999,70.660004,100.730003,30.58,41.689999,39.91,36.049999,46.011429,36.349998,39.450001,85.25,30.75,77.610001,35.724998,63.790001000000004,61.259997999999996,97.400002,49.732498,45.939999,66.650002,100.410004
2014-04-27,84.654289,79.360001,52.349998,4.12,15.25,34.43,299.0,47.73,105.010002,26.014999,69.57,76.519997,22.940001000000002,124.720001,37.23,21.88973,34.68,136.949997,158.880005,79.400002,191.440002,40.459998999999996,26.41,74.900002,99.309998,163.899994,73.779999,101.43,30.690001000000002,41.240002000000004,39.689999,36.849998,48.664288,36.494999,40.810001,85.519997,30.75,78.989998,35.299999,65.360001,62.009997999999996,98.559998,51.105,47.119999,68.860001,102.010002
2014-05-04,83.648575,78.739998,52.279999,3.87,14.74,34.099998,302.339996,46.990002000000004,105.059998,25.5,69.589996,77.639999,23.02,125.029999,37.669998,21.271044,33.91,137.520004,157.199997,77.709999,190.080002,37.646,26.299999,69.5,100.910004,165.179993,74.379997,102.93,29.68,41.540001000000004,39.540001000000004,36.369999,46.935715,36.724998,41.040001000000004,87.16999799999999,29.030001000000002,79.5,35.145,64.860001,59.130001,99.760002,52.702498999999996,48.48,68.660004,101.949997
2014-05-11,85.358574,79.529999,52.5,4.02,14.51,34.029999,297.52999900000003,46.439999,106.029999,25.094998999999998,68.68,78.059998,24.370001000000002,123.18,37.860001000000004,21.864479,34.990002000000004,138.229996,156.429993,77.360001,187.059998,37.702,25.82,70.010002,100.58000200000001,162.100006,73.75,103.139999,30.139999,42.279999,39.830002,36.060001,49.982857,36.970001,41.689999,86.540001,29.120001000000002,79.41999799999999,35.470001,63.189999,58.639998999999996,101.33000200000001,52.452498999999996,49.07,67.769997,100.739998
2014-05-18,87.732857,79.790001,53.599998,4.02,14.72,34.59,300.690002,47.290001000000004,104.029999,25.985001,71.0,78.43,24.52,123.370003,39.16,21.89394,34.43,141.5,160.16000400000001,79.18,185.940002,38.534,26.290001,70.730003,100.980003,162.639999,76.449997,102.0,30.49,42.950001,40.119999,36.450001,57.478573,37.924999,42.150002,85.83000200000001,29.49,79.879997,35.990002000000004,64.489998,55.689999,102.730003,53.017502,49.740002000000004,69.790001,101.32
2014-05-25,90.428574,81.449997,54.07,4.0,15.14,34.560001,304.899994,47.57,102.230003,26.1,72.0,79.940002,24.620001000000002,122.790001,39.91,21.351009,34.049999,144.16000400000001,159.809998,80.230003,184.360001,39.279999,27.32,71.089996,101.459999,163.649994,76.449997,101.43,30.860001,43.16,40.939999,37.900002,59.689999,38.455002,42.02,88.33000200000001,29.629998999999998,80.449997,36.619999,65.269997,56.759997999999996,103.879997,53.7075,49.959998999999996,71.910004,100.529999
2014-06-01,92.224289,83.529999,55.290001000000004,4.06,15.59,35.189999,313.959991,48.93,108.18,26.455,69.82,80.839996,24.83,124.190002,42.23,20.917509,34.93,142.699997,166.190002,80.639999,186.369995,38.009997999999996,28.17,72.050003,103.18,167.169998,77.470001,101.959999,31.950001,44.41,41.48,37.610001000000004,61.447143999999994,38.115002000000004,42.630001,87.910004,29.42,80.379997,37.665001000000004,67.0,57.68,103.589996,53.25,49.419998,75.029999,101.599998
2014-06-08,91.279999,82.730003,54.700001,4.28,15.44,35.360001000000004,309.450012,47.59,106.769997,26.235001,71.449997,83.08000200000001,24.700001,127.260002,39.240002000000004,20.63973,33.970001,140.270004,165.889999,78.07,182.559998,38.652,29.870001000000002,70.099998,102.529999,164.03999299999998,75.940002,100.489998,31.59,44.84,41.23,36.73,61.101429,37.310001,42.139998999999996,87.190002,29.530001000000002,79.110001,37.345001,66.260002,57.23,101.029999,52.822497999999996,49.18,73.059998,102.650002
2014-06-15,90.910004,83.129997,55.580002,4.1,15.45,36.009997999999996,318.049988,47.34,109.379997,26.370001000000002,71.75,85.360001,24.83,132.33999599999999,39.57,20.765992999999998,34.860001000000004,148.119995,169.83999599999999,80.16999799999999,181.550003,38.972,30.200001,69.66999799999999,105.269997,165.399994,73.809998,101.91999799999999,32.290001000000004,44.580002,41.68,37.779999,62.882858,37.549999,40.82,89.099998,29.780001000000002,79.860001,38.299999,67.800003,58.290001000000004,102.5,52.372501,49.389998999999996,74.540001,103.83000200000001
2014-06-22,91.980003,81.349998,54.610001000000004,4.11,15.33,36.23,317.089996,47.139998999999996,108.779999,27.065001000000002,70.41999799999999,86.0,24.700001,130.360001,39.330002,21.07744,36.07,151.41000400000001,166.779999,81.129997,181.71000700000002,37.585999,30.93,70.199997,104.989998,162.699997,73.400002,101.459999,31.549999,45.200001,42.25,38.240002000000004,63.154284999999994,38.84,40.529999,88.760002,29.67,78.989998,38.970001,66.82,58.119999,102.709999,52.32,49.32,74.099998,101.209999
2014-06-29,94.029999,81.550003,55.639998999999996,4.24,16.030001000000002,37.93,323.600006,48.240002000000004,111.08000200000001,27.450001,72.360001,86.400002,25.190001000000002,131.190002,38.599998,21.439394,38.509997999999996,153.610001,169.46000700000002,82.050003,188.529999,38.057999,31.139999,71.459999,105.41999799999999,159.899994,76.739998,100.980003,32.619999,47.34,41.799999,39.939999,67.478569,39.224998,41.34,90.019997,30.530001000000002,80.989998,39.529999,68.839996,59.509997999999996,103.879997,54.127499,49.709998999999996,73.980003,102.589996
2014-07-06,95.220001,79.769997,54.52,4.37,15.38,37.610001000000004,317.809998,47.0,109.959999,27.275,70.489998,84.730003,25.52,128.470001,37.23,21.675085,38.709998999999996,150.639999,164.800003,79.610001,188.0,36.880001,31.25,70.949997,105.099998,160.309998,75.83000200000001,100.370003,31.41,46.09,42.09,39.110001000000004,62.851429,38.645,40.130001,89.849998,30.07,79.599998,39.299999,67.610001,60.0,102.529999,54.25,50.32,71.660004,101.739998
2014-07-13,94.43,79.739998,55.200001,3.83,15.49,38.43,320.859985,49.560001,110.16999799999999,27.27,72.459999,84.760002,25.91,130.389999,37.18,21.666666,38.349998,152.869995,171.470001,80.08000200000001,192.5,38.872002,33.700001,70.309998,101.800003,162.490005,77.5,98.989998,32.639998999999996,46.93,44.689999,40.990002000000004,63.452858,38.759997999999996,40.0,90.089996,30.73,79.389999,38.970001,69.900002,60.009997999999996,103.82,55.049999,50.75,71.970001,102.730003
2014-07-20,97.66999799999999,80.379997,54.16,3.76,15.59,39.43,314.910004,50.029999,104.849998,27.195,75.050003,85.91999799999999,25.969998999999998,133.570007,38.060001,22.201178,37.990002000000004,150.860001,175.399994,81.029999,194.399994,39.348,34.25,69.889999,102.110001,170.03999299999998,75.75,95.720001,33.240002000000004,46.799999,44.5,42.360001000000004,60.265713,38.860001000000004,40.330002,91.550003,30.190001000000002,76.099998,39.369999,71.449997,60.389998999999996,103.57,53.692501,51.279999,73.290001,103.18
2014-07-27,96.129997,78.699997,52.049999,3.97,14.98,38.73,303.450012,48.099998,100.519997,26.695,74.18,80.699997,25.0,127.900002,37.580002,22.108585,36.779999,146.75,170.25,79.75,189.149994,38.436001,33.740002000000004,68.5,99.900002,167.119995,74.980003,94.300003,31.6,44.360001000000004,42.860001000000004,41.970001,60.771427,38.389998999999996,39.610001000000004,88.110001,28.860001,72.550003,38.490002000000004,69.959999,59.849998,97.029999,52.952498999999996,49.830002,70.529999,98.800003
2014-08-03,94.739998,78.870003,52.450001,4.12,15.2,38.5,307.799988,48.450001,103.279999,26.75,73.349998,81.33000200000001,25.030001000000002,127.860001,36.240002000000004,22.765152,36.490002000000004,147.850006,172.259995,82.43,186.630005,38.27,32.599998,72.150002,101.08000200000001,165.800003,75.16999799999999,93.550003,31.950001,44.0,43.200001,41.630001,63.692856000000006,38.529999,39.939999,90.290001,28.34,73.879997,38.810001,70.360001,58.540001000000004,95.940002,52.615002000000004,48.700001,60.700001,99.739998
2014-08-10,97.980003,79.010002,53.990002000000004,4.13,15.22,38.240002000000004,315.109985,48.720001,105.739998,27.315001000000002,73.360001,80.620003,24.43,126.099998,38.529999,22.154882,36.099998,148.720001,171.899994,83.690002,187.380005,37.52,34.169998,72.059998,101.16999799999999,169.16000400000001,75.209999,93.790001,32.220001,45.169998,44.790001000000004,42.119999,65.584282,38.564999,40.279999,91.849998,28.639999,74.410004,38.455002,69.629997,58.200001,96.849998,52.547501000000004,48.799999,61.75,99.029999
2014-08-17,101.32,80.510002,55.330002,4.25,16.129998999999998,39.119999,326.0,50.93,107.309998,27.09,74.860001,80.239998,24.65,127.110001,40.41,23.358585,36.439999,149.46000700000002,175.470001,91.029999,190.41000400000001,37.82,34.939999,74.019997,103.099998,175.149994,76.480003,94.449997,33.470001,46.209998999999996,45.150002,42.77,68.455711,39.645,41.630001,91.599998,28.92,76.82,38.639998999999996,70.91999799999999,61.049999,97.769997,54.022498999999996,48.639998999999996,61.049999,98.5
2014-08-24,102.5,81.059998,56.060001,4.17,16.09,39.18,330.52999900000003,51.650002,109.07,27.360001,76.550003,81.220001,24.99,129.449997,39.580002,23.358585,36.369999,147.880005,179.110001,93.5,192.300003,37.799999,34.919998,74.589996,103.730003,174.0,75.809998,93.720001,34.310001,46.139998999999996,45.43,43.470001,68.23428299999999,39.275002,41.529999,92.489998,29.389999,76.099998,38.904999,72.029999,60.07,97.33000200000001,53.130001,49.82,60.52,99.459999
2014-08-31,98.970001,81.83000200000001,55.040001000000004,4.15,16.02,39.470001,332.73999,52.299999,108.540001,27.85,76.449997,80.349998,25.0,127.400002,39.220001,22.685184,35.02,153.300003,179.75,91.610001,191.199997,37.334,35.0,75.889999,104.41999799999999,174.580002,76.860001,93.07,34.630001,46.349998,45.91,43.119999,67.954285,41.02,41.27,91.75,29.65,75.809998,38.974998,72.660004,61.080002,98.860001,53.552502000000004,49.939999,63.950001,99.260002
2014-09-07,101.660004,80.970001,55.189999,3.96,16.790001,39.900002,329.070007,52.380001,105.019997,28.540001,79.33000200000001,78.449997,25.16,122.660004,39.689999,21.965488,34.240002000000004,153.770004,183.169998,88.839996,191.279999,38.936001,34.619999,76.790001,104.58000200000001,174.429993,75.470001,93.339996,35.009997999999996,46.700001,46.700001,43.860001000000004,68.078575,40.919998,40.5,90.870003,29.43,75.33000200000001,37.735001000000004,74.08000200000001,62.529999,98.050003,53.509997999999996,48.400002,62.82,95.779999
2014-09-14,100.959999,79.93,55.240002000000004,3.81,16.950001,39.68,331.75,53.48,102.510002,28.370001000000002,82.839996,80.559998,25.200001,124.800003,38.639998999999996,22.053871,34.060001,158.330002,186.199997,92.339996,194.0,40.759997999999996,34.82,74.730003,107.989998,180.740005,77.279999,94.360001,35.759997999999996,48.389998999999996,47.52,43.900002,65.360001,40.904999,39.799999,93.790001,30.4,75.529999,38.035,74.839996,63.810001,99.440002,54.0625,50.349998,62.880001,97.120003
2014-09-21,100.75,79.290001,54.52,3.6,17.030001000000002,38.939999,335.070007,52.490002000000004,100.379997,27.120001000000002,80.029999,78.120003,25.0,121.470001,36.52,22.276936,32.869999,159.779999,185.119995,92.839996,190.059998,39.293999,34.259997999999996,73.279999,107.099998,181.580002,75.059998,94.699997,34.650002,46.970001,46.41,42.389998999999996,64.10714,44.75,38.950001,93.129997,29.719998999999998,75.059998,37.584998999999996,74.309998,63.150002,97.480003,52.985001000000004,49.77,60.18,95.43
2014-09-28,99.620003,80.32,53.349998,3.4,17.290001,38.700001,327.079987,52.32,97.389999,26.825001,80.949997,74.769997,25.309998999999998,117.709999,36.950001,22.912457999999997,32.32,162.740005,188.070007,93.540001,188.669998,39.683997999999995,34.029999,75.610001,105.129997,178.33999599999999,74.33000200000001,94.860001,35.049999,47.52,46.09,42.740002000000004,65.648575,45.145,38.889998999999996,93.5,29.219998999999998,74.860001,37.945,73.589996,63.07,98.790001,52.997501,49.709998999999996,60.77,93.91999799999999
2014-10-05,100.730003,76.839996,49.959998999999996,2.72,16.48,36.889998999999996,308.869995,50.110001000000004,93.129997,26.309998999999998,81.610001,70.360001,23.34,113.889999,32.91,21.826598999999998,30.66,154.75,180.380005,92.550003,185.929993,40.720001,31.91,72.57,101.230003,174.470001,70.5,92.300003,32.939999,43.529999,44.029999,41.360001000000004,64.58285500000001,43.595001,38.099998,94.650002,29.129998999999998,71.220001,37.23,68.040001,60.59,95.779999,51.244999,48.939999,62.990002000000004,91.599998
2014-10-12,97.66999799999999,76.620003,50.759997999999996,2.72,16.209999,36.360001000000004,315.679993,50.07,95.050003,25.34,78.260002,68.08000200000001,23.25,111.800003,34.389998999999996,20.180977,30.34,156.119995,176.91000400000001,90.239998,182.050003,39.321999,31.379998999999998,73.599998,98.699997,176.240005,71.559998,91.040001,33.220001,43.41,43.630001,40.16,51.012856,43.59,37.869999,91.510002,27.83,72.43,36.77,67.379997,59.07,97.260002,51.5,48.07,60.27,91.209999
2014-10-19,105.220001,78.349998,52.16,2.68,16.719998999999998,37.119999,324.869995,51.799999,99.440002,27.129998999999998,82.309998,70.07,23.780001000000002,115.910004,39.439999,21.515152,30.799999,163.880005,183.350006,94.989998,162.080002,41.318001,33.18,77.309998,103.129997,181.330002,74.0,91.66999799999999,34.32,46.0,46.130001,40.880001,55.00285699999999,45.450001,38.73,94.599998,29.110001,76.0,37.904999,71.879997,61.57,100.589996,53.369999,48.77,62.650002,94.489998
2014-10-26,108.0,81.120003,53.57,2.8,17.16,38.720001,341.109985,53.529999,101.410004,27.674999,83.809998,72.150002,24.469998999999998,119.949997,40.23,22.095959,28.5,167.399994,189.990005,97.519997,164.399994,41.658001,34.009997999999996,80.709999,107.779999,190.570007,83.75,93.730003,34.950001,46.66,46.950001,43.259997999999996,56.110001000000004,46.485001000000004,39.049999,96.16999799999999,29.950001,78.510002,37.779999,75.459999,61.82,104.910004,60.357498,50.25,64.220001,96.709999
2014-11-02,109.010002,83.480003,54.029999,2.78,17.360001,38.91,351.480011,53.75,101.760002,27.575001,85.599998,72.160004,25.33,118.800003,42.689999,22.525253,28.34,171.220001,190.71000700000002,97.650002,162.070007,43.708,33.580002,83.540001,108.199997,186.149994,84.800003,95.099998,35.66,47.459998999999996,48.68,43.880001,54.880001,46.889998999999996,39.939999,96.800003,29.92,69.260002,38.895,77.809998,64.16999799999999,108.33000200000001,63.107498,50.860001000000004,66.91999799999999,96.589996
2014-11-09,114.18,84.639999,53.900002,2.61,17.139999,39.669998,347.709991,53.380001,101.339996,27.049999,84.82,71.410004,26.32,116.32,43.75,22.878788,28.299999,171.559998,189.979996,98.239998,164.16000400000001,44.512001,33.950001,86.050003,108.160004,186.600006,84.050003,96.209999,35.689999,47.900002,49.580002,43.779999,55.148571,47.75,40.84,97.720001,30.34,70.849998,39.060001,76.07,68.129997,106.83000200000001,62.209998999999996,51.5,66.93,95.089996
2014-11-16,116.470001,84.08000200000001,54.59,2.77,17.120001000000002,40.09,355.910004,53.66,106.449997,27.040001,83.139999,73.639999,26.879998999999998,118.58000200000001,43.09,22.904041,29.59,174.46000700000002,189.58999599999999,98.279999,160.919998,44.057999,35.59,84.059998,107.860001,187.929993,84.720001,96.68,35.529999,48.5,47.98,44.099998,51.468571000000004,48.709998999999996,41.439999,98.889999,30.450001,71.470001,39.880001,76.57,71.510002,107.349998,63.555,50.209998999999996,67.589996,96.809998
2014-11-23,118.93,86.33000200000001,54.799999,2.79,17.040001,40.029999,359.079987,53.970001,100.599998,28.52,84.639999,66.07,27.639999,108.870003,46.669998,23.097642999999998,26.85,178.179993,188.41000400000001,99.400002,162.169998,45.198002,37.25,85.480003,108.25,191.559998,87.290001,96.809998,35.18,48.360001000000004,47.810001,44.91,49.512856,49.645,42.41,100.099998,31.15,72.900002,40.605,76.730003,74.0,109.91999799999999,64.547501,50.59,68.610001,90.540001
2014-11-30,115.0,86.190002,55.330002,2.66,17.68,41.110001000000004,364.399994,56.080002,98.779999,28.17,88.739998,67.849998,27.5,110.870003,47.279999,23.068182,26.01,182.029999,195.449997,99.639999,163.270004,44.953998999999996,37.669998,84.800003,108.510002,189.869995,89.08000200000001,96.309998,37.240002000000004,47.700001,48.419998,45.68,50.131428,49.665001000000004,41.93,97.760002,31.99,73.370003,41.785,79.279999,73.660004,110.980003,65.837502,48.610001000000004,68.599998,93.82
2014-12-07,109.730003,81.900002,54.049999,2.52,17.129998999999998,39.919998,340.890015,53.400002,90.5,27.674999,87.08000200000001,62.450001,26.860001,102.379997,47.68,23.472220999999998,21.780001000000002,175.78999299999998,188.820007,99.779999,155.380005,43.818001,36.23,82.720001,104.43,185.179993,84.129997,90.620003,36.25,46.150002,46.950001,46.110001000000004,47.782856,48.084998999999996,39.950001,94.739998,30.950001,70.58000200000001,41.625,75.239998,72.400002,110.0,64.195,45.580002,74.5,86.599998
2014-12-14,111.779999,90.510002,55.779999,2.57,17.620001000000002,40.849998,360.149994,54.009997999999996,91.709999,28.584999,92.360001,70.980003,27.77,112.93,47.380001,24.048822,23.4,174.220001,193.279999,101.93,158.509995,44.324001,36.369999,86.510002,105.550003,192.850006,86.440002,93.220001,38.509997999999996,47.889998999999996,47.66,48.689999,48.588570000000004,47.419998,46.0,95.440002,31.940001000000002,73.43,39.720001,79.730003,73.949997,110.959999,65.417503,47.02,73.230003,93.639999
2014-12-21,113.989998,91.260002,56.419998,2.65,17.98,41.290001000000004,363.630005,54.43,94.230003,29.195,90.389999,69.879997,28.35,113.25,48.389998999999996,24.006735,23.51,175.899994,195.449997,103.75,162.33999599999999,44.375999,37.549999,85.41999799999999,105.059998,196.83999599999999,87.769997,94.779999,38.720001,48.349998,47.880001,48.700001,48.578571000000004,48.415001000000004,46.099998,97.050003,31.65,75.620003,40.915001000000004,79.900002,75.059998,111.93,66.654999,47.860001000000004,76.459999,93.209999
2014-12-28,109.33000200000001,88.839996,56.110001000000004,2.67,17.9,40.459998999999996,356.730011,54.259997999999996,91.879997,28.674999,88.139999,68.91999799999999,27.610001,112.58000200000001,49.18,23.657408,23.549999,172.449997,194.41000400000001,103.43,162.059998,43.528,36.360001000000004,83.599998,104.519997,193.309998,85.68,93.260002,38.709998999999996,47.689999,46.759997999999996,47.860001000000004,49.848572,47.514998999999996,44.330002,94.440002,31.33,74.279999,40.720001,78.349998,75.33000200000001,110.379997,66.254997,46.959998999999996,76.0,92.83000200000001
2015-01-04,112.010002,89.779999,53.32,2.63,16.98,39.029999,349.230011,50.779999,87.650002,28.145,88.790001,64.91999799999999,27.790001,108.209999,46.880001,23.4133,23.450001,172.66000400000001,187.350006,104.889999,159.110001,44.326,36.759997999999996,83.110001,104.940002,195.020004,84.440002,93.209999,36.880001,51.970001,47.189999,48.5,47.041428,47.994999,43.389998999999996,96.82,32.650002,74.41999799999999,39.895,76.029999,76.43,109.599998,65.1325,46.759997999999996,75.66999799999999,92.099998
