,Date_Time,Score
0,2019-04-18,0.9882
1,2015-12-16,0.9858
2,2015-11-17,0.9595
3,2020-04-25,0.9689
4,2015-03-26,0.2342
5,2014-03-18,-0.9865
6,2014-02-18,0.7269
7,2013-01-22,0.9134
8,2011-08-22,0.9756
9,2020-04-03,0.7783
10,2010-01-20,0.627
11,2020-04-25,0.9656
12,2008-06-13,0.943
13,2007-11-12,0.836
