,Date_Time,Score
0,2020-04-25,0.9906
1,2008-12-15,-0.9919
2,2008-11-25,0.5934
3,2008-10-16,-0.9921
4,2008-10-15,-0.9423
5,2020-04-25,-0.9615
6,2008-10-13,-0.9761
7,2020-04-09,0.9956
8,2008-08-11,0.947
9,2020-04-25,-0.736
10,2008-08-11,0.8349
11,2008-08-03,0.8608
12,2020-04-25,0.8658
13,2008-07-21,0.9554
14,2008-07-14,0.9558
15,2020-04-25,0.1027
16,2008-06-23,0.9467
17,2020-04-25,0.9245
18,2008-06-16,0.5423
19,2006-06-08,0.9705
