,Date_Time,Score
0,2017-08-17,0.981
1,2020-04-24,0.9908
2,2015-12-15,0.9477
3,2015-07-22,0.9792
4,2020-04-24,0.9848
5,2015-04-22,0.9871
6,2014-11-07,0.9961
7,2014-10-06,0.9894
8,2014-04-23,0.9906
9,2020-04-16,0.9882
10,2020-04-24,0.8641
11,2014-04-01,0.9975
12,2013-07-12,0.9471
13,2020-04-24,0.9612
14,2013-02-28,0.9151
15,2012-07-06,0.9943
16,2012-01-20,0.8804
17,2012-01-16,0.9962
18,2009-07-23,0.9848
