Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,22.320000,22.400000,21.490000,21.629999,16.512911,12036000
2012-01-08,21.700001,22.139999,21.540001,21.910000,16.726667,8990700
2012-01-15,22.000000,22.090000,21.250000,21.480000,16.398396,11235900
2012-01-22,21.500000,22.309999,21.309999,22.090000,16.864092,15057000
2012-01-29,21.959999,22.200001,21.730000,22.030001,16.818283,17251400
2012-02-05,22.000000,22.030001,21.540001,21.629999,16.512911,14843300
2012-02-12,21.770000,21.850000,21.430000,21.540001,16.626324,19029500
2012-02-19,21.570000,21.959999,21.420000,21.680000,16.734388,10797000
2012-02-26,21.600000,21.740000,21.120001,21.410000,16.525980,11384500
2012-03-04,21.520000,22.010000,21.299999,21.889999,16.896486,11143100
2012-03-11,21.910000,22.350000,21.590000,21.650000,16.711231,12239800
2012-03-18,21.660000,21.920000,21.500000,21.910000,16.911917,10261000
2012-03-25,22.000000,22.100000,21.420000,22.000000,16.981392,14313300
2012-04-01,21.969999,22.379999,21.830000,22.139999,17.089457,10988500
2012-04-08,22.000000,22.110001,21.350000,21.540001,16.626324,14986100
2012-04-15,21.620001,22.420000,21.549999,22.299999,17.212952,12978000
2012-04-22,22.180000,22.950001,21.990000,22.830000,17.622049,17433900
2012-04-29,22.840000,23.309999,22.459999,22.469999,17.344172,18350800
2012-05-06,22.440001,23.020000,22.309999,22.840000,17.813738,10991100
2012-05-13,22.750000,22.980000,22.440001,22.680000,17.688940,17546800
2012-05-20,22.709999,23.250000,22.639999,23.120001,18.032114,13814300
2012-05-27,23.270000,23.389999,22.959999,23.070000,17.993114,20979600
2012-06-03,23.070000,23.580000,22.889999,23.559999,18.375284,19390300
2012-06-10,23.590000,23.809999,23.250000,23.740000,18.515676,11663100
2012-06-17,23.740000,23.980000,23.170000,23.240000,18.125704,11259200
2012-06-24,23.110001,23.690001,22.980000,23.500000,18.328493,8978000
2012-07-01,23.559999,23.850000,23.400000,23.680000,18.468876,6555000
2012-07-08,23.719999,24.320000,23.510000,24.320000,18.968035,8111000
2012-07-15,24.360001,24.670000,24.200001,24.540001,19.139622,7456400
2012-07-22,24.430000,24.900000,23.959999,24.799999,19.342403,8792300
2012-07-29,24.700001,24.980000,23.690001,24.190001,18.866650,14298200
2012-08-05,24.270000,24.309999,23.660000,23.889999,18.815790,8079600
2012-08-12,23.799999,23.930000,23.209999,23.379999,18.414114,13145900
2012-08-19,23.400000,23.440001,22.610001,22.860001,18.004560,13941400
2012-08-26,22.860001,23.129999,22.850000,23.070000,18.169950,11087700
2012-09-02,23.080000,23.440001,22.969999,23.340000,18.382607,8209900
2012-09-09,23.400000,23.530001,23.120001,23.190001,18.264467,9668600
2012-09-16,23.180000,23.250000,22.879999,23.139999,18.225088,12243400
2012-09-23,23.129999,23.740000,23.120001,23.549999,18.548004,12364700
2012-09-30,23.540001,23.990000,23.370001,23.820000,18.760654,8109800
2012-10-07,23.790001,23.969999,23.650000,23.670000,18.642515,5253700
2012-10-14,23.700001,24.340000,23.600000,24.299999,19.138702,6873200
2012-10-21,24.219999,24.360001,23.850000,24.219999,19.075699,7476700
2012-10-28,24.330000,24.410000,23.969999,23.980000,18.886671,8156100
2012-11-04,23.910000,23.950001,22.860001,23.000000,18.296125,8281200
2012-11-11,22.990000,23.219999,22.559999,23.219999,18.471130,10633400
2012-11-18,23.350000,24.010000,23.030001,23.520000,18.709770,18407500
2012-11-25,23.520000,24.450001,23.490000,24.430000,19.433662,16226900
2012-12-02,24.450001,24.850000,24.090000,24.670000,19.624578,9893400
2012-12-09,24.629999,24.809999,23.990000,24.030001,19.115475,13385800
2012-12-16,24.100000,24.719999,24.090000,24.540001,19.521164,12516500
2012-12-23,24.500000,24.660000,24.000000,24.049999,19.131378,5568800
2012-12-30,24.030001,25.100000,23.930000,25.100000,19.966637,10587900
2013-01-06,25.000000,25.070000,24.600000,24.889999,19.799587,9224500
2013-01-13,24.930000,25.090000,24.750000,25.090000,19.958685,10258800
2013-01-20,25.090000,25.469999,25.049999,25.230000,20.070049,8480600
2013-01-27,25.270000,25.930000,25.090000,25.830000,20.547344,10236400
2013-02-03,25.680000,25.969999,25.430000,25.660000,20.412109,8034300
2013-02-10,25.650000,25.980000,25.510000,25.770000,20.703686,10033000
2013-02-17,25.840000,26.400000,25.840000,26.400000,21.209831,7750000
2013-02-24,26.510000,26.790001,25.990000,26.450001,21.250004,17489100
2013-03-03,26.440001,27.150000,26.389999,27.080000,21.756142,12173400
2013-03-10,27.010000,27.549999,26.860001,27.440001,22.045370,14014700
2013-03-17,27.290001,27.379999,26.940001,27.330000,21.956995,11178100
2013-03-24,27.430000,27.950001,27.080000,27.940001,22.447073,8964700
2013-03-31,27.940001,28.260000,27.670000,28.209999,22.663986,9597800
2013-04-07,28.160000,28.760000,28.070000,28.730000,23.081760,8097800
2013-04-14,28.639999,29.090000,28.100000,29.090000,23.370985,8435400
2013-04-21,29.080000,29.610001,28.719999,29.430000,23.644144,16550200
2013-04-28,29.500000,29.980000,29.170000,29.389999,23.612003,13680000
2013-05-05,29.389999,29.480000,28.139999,28.420000,23.028843,9670900
2013-05-12,28.330000,29.240000,28.129999,29.100000,23.579849,8918000
2013-05-19,29.100000,29.180000,27.420000,27.530001,22.307671,10671300
2013-05-26,27.690001,27.950001,26.790001,26.950001,21.837694,9315300
