Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,47.880001,48.509998,47.419998,47.790001,39.426617,13072300
2012-01-08,47.970001,49.660000,47.560001,49.369999,40.730099,12107600
2012-01-15,50.459999,51.889999,50.389999,51.470001,42.462597,18118500
2012-01-22,51.490002,53.939999,51.119999,52.770000,43.535099,13006800
2012-01-29,52.400002,55.660000,51.860001,55.599998,45.869835,20784800
2012-02-05,55.110001,56.360001,55.049999,55.709999,45.960583,12612500
2012-02-12,55.869999,56.910000,55.130001,56.189999,46.356594,11888300
2012-02-19,56.470001,56.939999,55.799999,55.919998,46.133839,9375500
2012-02-26,55.500000,56.740002,55.299999,55.500000,45.787346,12497600
2012-03-04,55.549999,55.849998,53.619999,55.439999,45.737839,15958700
2012-03-11,55.720001,58.000000,55.470001,57.910000,47.775581,13477200
2012-03-18,57.849998,58.240002,55.660000,56.910000,46.950581,10202300
2012-03-25,57.680000,58.160000,56.040001,57.119999,47.123829,9973100
2012-04-01,56.889999,57.570000,56.000000,56.310001,46.746742,9350400
2012-04-08,55.669998,56.740002,54.639999,54.820000,45.509796,14511200
2012-04-15,55.119999,56.250000,54.700001,55.790001,46.315056,16345600
2012-04-22,55.130001,58.270000,54.369999,58.110001,48.241051,15067300
2012-04-29,58.119999,58.230000,56.070000,56.430000,46.846363,10405600
2012-05-06,56.180000,57.230000,55.290001,56.389999,46.813152,13879400
2012-05-13,55.869999,56.119999,53.349998,53.549999,44.455479,16682500
2012-05-20,53.840000,56.709999,53.630001,56.290001,46.730133,17963100
2012-05-27,56.669998,57.279999,54.520000,54.849998,45.534695,18031400
2012-06-03,54.860001,56.490002,53.490002,56.009998,46.497684,20886700
2012-06-10,56.619999,56.639999,53.599998,54.480000,45.227535,20645700
2012-06-17,54.250000,55.799999,52.970001,53.669998,44.555092,16441600
2012-06-24,53.070000,53.110001,50.349998,52.889999,43.907562,15279000
2012-07-01,52.459999,53.099998,51.630001,52.060001,43.520466,11281000
2012-07-08,51.919998,52.790001,49.070000,50.750000,42.425343,18695000
2012-07-15,50.560001,53.669998,49.880001,53.290001,44.548702,19228900
2012-07-22,52.660000,55.500000,51.169998,55.270000,46.203918,20660100
2012-07-29,55.139999,55.700001,52.799999,55.619999,46.496506,13869400
2012-08-05,55.860001,57.360001,55.570000,57.310001,47.909294,9684800
2012-08-12,57.220001,60.000000,56.939999,60.000000,50.158047,12546000
2012-08-19,59.740002,60.139999,58.419998,59.680000,49.890530,15237800
2012-08-26,59.910000,60.450001,58.650002,59.290001,49.564514,12039900
2012-09-02,59.189999,61.099998,58.169998,60.599998,50.659622,12871400
2012-09-09,60.349998,62.090000,60.150002,61.119999,51.094330,16506000
2012-09-16,61.020000,61.820000,60.490002,60.810001,50.835178,23658400
