Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,27.129999,29.180000,27.129999,28.549999,25.921072,214644700
2012-01-08,28.719999,32.090000,28.650000,30.740000,27.909410,279250800
2012-01-15,29.180000,30.040001,27.660000,29.639999,26.910706,313652500
2012-01-22,29.580000,30.950001,28.900000,30.870001,28.027439,203967700
2012-01-29,30.430000,33.599998,30.080000,33.540001,30.451591,236766500
2012-02-05,33.180000,34.740002,32.650002,32.930000,29.907223,209252800
2012-02-12,33.470001,33.590000,31.070000,32.919998,29.898140,241727200
2012-02-19,32.970001,33.529999,32.080002,32.349998,29.380453,145087000
2012-02-26,32.049999,34.480000,31.930000,34.099998,30.969822,197524500
2012-03-04,33.939999,34.889999,31.770000,34.200001,31.060642,195858900
2012-03-11,33.919998,36.799999,33.540001,36.689999,33.322071,351025200
2012-03-18,36.779999,38.400002,36.540001,37.130001,33.721699,262304600
2012-03-25,37.599998,37.720001,35.930000,36.549999,33.194912,151997600
2012-04-01,36.400002,37.139999,34.529999,34.790001,31.596476,131788700
2012-04-08,34.000000,34.869999,32.700001,33.410000,30.343164,201635300
2012-04-15,34.169998,35.990002,33.759998,33.889999,30.779093,231150400
2012-04-22,32.840000,34.139999,32.459999,33.500000,30.424896,160209200
2012-04-29,33.349998,33.910000,31.570000,31.600000,28.699312,160693300
2012-05-06,31.139999,31.980000,29.120001,29.350000,26.663996,208637100
2012-05-13,28.889999,29.170000,25.830000,26.010000,23.629662,295965000
2012-05-20,26.200001,27.700001,25.750000,26.469999,24.047560,213273500
2012-05-27,26.840000,27.070000,25.250000,25.389999,23.066397,139405600
2012-06-03,25.459999,27.950001,24.610001,27.770000,25.228586,203101300
2012-06-10,28.430000,28.500000,26.420000,28.309999,25.719175,253712100
2012-06-17,27.980000,29.309999,27.500000,27.990000,25.428455,192913300
2012-06-24,27.260000,27.590000,25.629999,27.410000,24.901543,230054000
2012-07-01,27.469999,27.930000,26.100000,26.360001,23.947630,104326300
2012-07-08,26.209999,26.969999,25.150000,26.650000,24.211086,179002100
2012-07-15,27.450001,27.530001,25.850000,25.870001,23.502472,196136700
2012-07-22,25.100000,27.600000,24.910000,27.299999,24.801600,193938200
2012-07-29,27.250000,27.680000,26.000000,27.400000,24.892450,161189400
2012-08-05,27.580000,29.389999,27.410000,28.900000,26.264984,143898200
2012-08-12,28.840000,29.190001,28.309999,29.030001,26.383131,117194300
2012-08-19,28.959999,31.120001,28.860001,29.830000,27.110193,188313300
2012-08-26,29.900000,30.190001,29.200001,29.709999,27.001133,119130300
2012-09-02,29.530001,32.450001,29.530001,32.070000,29.145952,152855900
2012-09-09,32.130001,35.250000,31.320000,34.790001,31.617956,233082600
2012-09-16,34.470001,34.720001,33.259998,33.669998,30.600065,175747600
2012-09-23,33.270000,33.900002,31.879999,32.720001,29.736694,172775100
2012-09-30,33.000000,35.740002,32.700001,34.770000,31.599779,175111400
2012-10-07,34.230000,36.160000,34.230000,34.750000,31.581598,165814200
2012-10-14,35.400002,38.720001,35.200001,37.160000,33.771866,376680400
2012-10-21,37.209999,37.840000,36.480000,36.599998,33.262920,187336100
2012-10-28,36.980000,38.160000,36.740002,37.599998,34.171749,94894700
2012-11-04,37.299999,38.500000,35.400002,35.930000,32.662754,211896600
2012-11-11,36.119999,36.770000,34.169998,34.980000,31.799135,192757000
2012-11-18,35.730000,36.419998,35.580002,36.029999,32.753643,104740100
2012-11-25,35.830002,35.840000,34.040001,34.570000,31.426413,178808800
2012-12-02,34.959999,37.750000,34.070000,37.639999,34.217247,243045900
2012-12-09,37.349998,37.820000,36.830002,37.599998,34.180885,153759000
2012-12-16,37.770000,40.180000,37.759998,39.490002,35.899021,246273900
2012-12-23,39.340000,39.880001,38.590000,39.009998,35.462673,83868600
2012-12-30,38.939999,42.540001,38.650002,42.430000,38.571674,167474700
2013-01-06,42.540001,43.250000,41.810001,42.340000,38.489864,194085300
2013-01-13,42.360001,42.849998,40.900002,41.660000,37.871704,213072100
2013-01-20,41.349998,43.340000,40.820000,42.910000,39.008034,135545000
2013-01-27,42.980000,43.200001,41.619999,43.020000,39.108025,132335800
2013-02-03,42.369999,43.490002,42.169998,42.680000,38.808193,118798200
2013-02-10,42.660000,44.680000,42.490002,43.840000,39.862968,132506800
2013-02-17,43.990002,44.709999,41.889999,42.790001,38.908211,111532500
2013-02-24,43.119999,43.369999,40.279999,42.110001,38.289906,169141800
2013-03-03,41.990002,46.700001,41.970001,46.680000,42.445320,210400500
2013-03-10,46.810001,47.919998,46.330002,47.259998,42.972710,189424500
2013-03-17,46.040001,46.950001,44.950001,45.230000,41.126869,167040900
2013-03-24,45.759998,45.820000,44.049999,44.240002,40.226673,109389700
2013-03-31,44.320000,44.709999,41.599998,43.009998,39.108257,163825900
2013-04-07,43.060001,45.549999,42.540001,44.779999,40.717690,131732400
2013-04-14,46.099998,46.779999,44.830002,45.029999,40.945011,186776100
2013-04-21,45.160000,47.680000,44.520000,46.919998,42.663540,112940900
2013-04-28,47.189999,47.500000,45.490002,46.970001,42.709015,94596500
2013-05-05,46.919998,49.459999,46.889999,48.750000,44.337208,136409300
2013-05-12,48.500000,51.500000,48.400002,51.450001,46.792812,142820000
2013-05-19,51.459999,52.889999,49.180000,50.520000,45.946987,162218400
2013-05-26,51.310001,53.560001,51.080002,51.990002,47.283924,123144200
2013-06-02,52.060001,52.619999,49.630001,51.599998,46.929218,167427100
2013-06-09,52.000000,52.119999,48.799999,49.220001,44.764668,174014400
2013-06-16,49.810001,50.389999,45.509998,46.869999,42.627396,209642800
2013-06-23,45.770000,48.689999,45.060001,47.970001,43.627811,177645000
2013-06-30,48.500000,49.200001,46.700001,48.529999,44.137108,90769600
2013-07-07,48.919998,50.840000,48.799999,50.810001,46.210747,137668600
2013-07-14,52.040001,52.700001,51.009998,52.349998,47.611336,180216700
2013-07-21,52.380001,53.299999,51.400002,52.209999,47.484016,101518900
2013-07-28,51.900002,53.200001,51.299999,53.000000,48.202507,96311300
2013-08-04,52.930000,53.110001,50.799999,51.320000,46.683529,87242500
2013-08-11,51.000000,52.439999,50.220001,50.349998,45.801163,108196000
2013-08-18,50.060001,50.330002,48.770000,49.830002,45.328148,120656400
2013-08-25,49.799999,50.340000,47.639999,48.330002,43.963665,118270700
2013-09-01,49.369999,50.200001,48.360001,49.220001,44.773254,90249500
2013-09-08,49.490002,51.529999,49.360001,50.490002,45.928509,103397000
2013-09-15,51.189999,52.880001,50.740002,51.209999,46.583466,120265900
2013-09-22,49.950001,50.169998,48.500000,48.889999,44.473068,131655300
2013-09-29,48.270000,49.189999,47.830002,49.139999,44.700474,108847300
2013-10-06,48.619999,49.369999,47.599998,49.220001,44.773254,113376900
2013-10-13,48.830002,51.369999,48.549999,51.150002,46.528877,168235500
2013-10-20,51.189999,51.570000,49.770000,50.060001,45.537361,102821700
2013-10-27,50.009998,50.500000,48.610001,48.740002,44.336624,98449600
2013-11-03,48.840000,50.169998,48.230000,49.939999,45.437313,114618900
2013-11-10,49.790001,50.779999,49.020000,50.400002,45.855839,105970800
2013-11-17,50.799999,52.540001,50.570000,52.410000,47.684628,113734100
2013-11-24,52.490002,53.680000,52.480000,52.919998,48.148643,74298300
2013-12-01,52.959999,53.410000,50.950001,51.490002,46.847572,115869800
2013-12-08,51.939999,52.610001,50.270000,50.970001,46.374439,105263600
2013-12-15,51.389999,52.439999,50.330002,52.209999,47.502644,119183400
2013-12-22,52.490002,52.689999,52.080002,52.259998,47.548130,39627500
2013-12-29,52.250000,53.470001,51.810001,53.400002,48.585350,65577400
2014-01-05,53.619999,55.279999,53.430000,54.720001,49.786343,127622900
2014-01-12,54.459999,55.169998,52.130001,52.270000,47.557236,169450700
2014-01-19,52.500000,53.000000,49.080002,49.330002,44.882317,142297800
2014-01-26,49.099998,49.860001,47.290001,47.430000,43.153622,191840100
2014-02-02,47.840000,49.389999,46.189999,49.340000,44.900753,178581300
2014-02-09,49.549999,50.150002,48.830002,49.520000,45.064552,105659600
2014-02-16,49.540001,49.910000,47.889999,48.259998,43.917923,98628000
2014-02-23,48.330002,49.480000,47.680000,48.630001,44.254623,123521900
2014-03-02,47.799999,50.410000,47.549999,49.619999,45.155556,128981700
2014-03-09,49.160000,49.820000,46.790001,46.880001,42.662079,139525100
2014-03-16,47.470001,51.000000,47.310001,50.080002,45.574165,141028400
2014-03-23,50.200001,50.650002,47.029999,47.250000,42.998791,227836200
2014-03-30,47.529999,48.360001,46.849998,47.110001,42.871395,137062800
2014-04-06,47.119999,47.270000,45.180000,45.680000,41.570045,137626600
2014-04-13,47.400002,48.619999,46.980000,48.220001,43.881519,134489300
2014-04-20,48.180000,48.580002,47.680000,47.750000,43.453796,81943900
