Date,Open,High,Low,Close,Adj Close,Volume
2019-03-11,38.000000,41.869999,38.000000,41.700001,40.856846,33843300
2019-03-18,41.950001,41.950001,37.689999,38.720001,37.937099,53472300
2019-03-25,38.889999,38.959999,36.150002,36.709999,35.967743,32425600
2019-04-01,36.910000,37.849998,35.900002,37.680000,36.918133,32662600
2019-04-08,37.599998,37.680000,35.990002,37.529999,36.771164,25107500
2019-04-15,37.459999,39.000000,36.990002,38.439999,37.662762,21990300
2019-04-22,38.360001,38.529999,37.540001,38.480000,37.701954,29934700
2019-04-29,38.540001,39.525002,37.080002,37.470001,36.712379,33385100
2019-05-06,37.169998,39.250000,36.855000,38.529999,37.750942,41442600
2019-05-13,37.770000,38.680000,36.549999,37.320000,36.565411,28990900
2019-05-20,37.180000,38.000000,36.630001,36.919998,36.401375,19080700
2019-05-27,36.970001,37.340000,34.700001,35.230000,34.735115,19508200
2019-06-03,35.049999,35.299999,33.779999,34.009998,33.532253,31479600
2019-06-10,34.049999,35.500000,33.900002,35.240002,34.744980,21961200
2019-06-17,35.419998,37.294998,35.310001,36.180000,35.671776,34243000
2019-06-24,36.009998,36.759998,35.139999,36.639999,36.125309,32795600
2019-07-01,36.459999,36.990002,35.740002,36.599998,36.085873,15149000
2019-07-08,36.529999,37.040001,35.820000,36.959999,36.440815,12167600
2019-07-15,37.029999,37.160000,35.959999,36.430000,35.918262,21039400
2019-07-22,36.509998,37.799999,35.840000,37.209999,36.687302,25340600
2019-07-29,37.160000,37.980000,36.330002,36.630001,36.115456,16082700
2019-08-05,36.470001,37.250000,34.980000,35.400002,34.902729,26315600
2019-08-12,35.040001,35.590000,32.669998,32.990002,32.526585,24872100
2019-08-19,33.320000,34.049999,31.629999,31.750000,31.304003,17367800
2019-08-26,31.840000,33.720001,31.580000,33.169998,32.704052,16863900
2019-09-02,32.660000,34.740002,32.540001,34.230000,33.749165,10833200
2019-09-09,33.389999,34.720001,33.389999,33.830002,33.587681,18041600
2019-09-16,33.680000,33.830002,31.719999,32.270000,32.038857,27468200
2019-09-23,32.369999,32.490002,31.150000,31.440001,31.214800,23919600
2019-09-30,31.629999,32.070000,29.705000,30.570000,30.351030,20763100
2019-10-07,30.750000,31.754999,29.695000,31.459999,31.234655,20159100
2019-10-14,31.270000,32.570000,31.040001,32.209999,31.979282,29099000
2019-10-21,32.360001,33.669998,31.790001,32.410000,32.177853,32241800
2019-10-28,32.540001,33.410000,31.670000,32.389999,32.157993,25390000
2019-11-04,32.500000,35.230000,32.290001,35.139999,34.888298,24395600
2019-11-11,34.950001,35.105000,33.930000,34.270000,34.024529,19997500
2019-11-18,34.310001,36.410000,34.209999,35.660000,35.404572,23153700
2019-11-25,35.700001,36.189999,35.349998,35.759998,35.503853,12147500
2019-12-02,35.750000,36.020000,34.709999,35.419998,35.166290,15179000
2019-12-09,35.500000,36.990002,35.240002,36.770000,36.506622,26281900
2019-12-16,36.950001,37.330002,36.435001,37.169998,36.903755,20649600
2019-12-23,37.169998,37.720001,37.040001,37.410000,37.142036,11321000
2019-12-30,37.419998,37.560001,36.575001,36.665001,36.402374,13891500
2020-01-06,36.660000,37.509998,36.360001,36.720001,36.456982,15682700
2020-01-13,36.720001,39.735001,36.470001,39.340000,39.058212,25519200
2020-01-20,39.000000,39.380001,36.180000,36.610001,36.347767,23160900
2020-01-27,36.439999,37.430000,36.049999,37.080002,36.814404,24014100
2020-02-03,37.299999,39.419998,36.480000,37.000000,36.734974,26008100
2020-02-10,36.869999,38.275002,36.660000,37.799999,37.529243,13450900
2020-02-17,37.759998,38.279999,35.750000,35.990002,35.732208,14234600
2020-02-24,35.650002,35.650002,30.160000,30.740000,30.519814,31458200
2020-03-02,30.730000,32.630001,28.160000,28.840000,28.633423,30507100
2020-03-09,26.930000,29.260000,24.600000,26.150000,26.150000,31487800
2020-03-16,23.809999,25.580000,20.780001,20.990000,20.990000,39059900
2020-03-23,21.129999,25.549999,19.809999,22.510000,22.510000,33281000
2020-03-30,22.299999,24.820000,21.809999,22.299999,22.299999,25300800
2020-04-06,23.420000,27.110001,23.320000,25.990000,25.990000,19026100
2020-04-13,25.830000,26.955000,24.850000,26.875000,26.875000,15259800
2020-04-20,26.170000,26.780001,23.920000,24.834999,24.834999,18829200
2020-04-27,25.209999,28.620001,25.010000,28.370001,28.370001,14713800
